Sale_ID,Cust_ID,Bikes,Sale_date,Resale Price (INR),Payment_Mode,EMI_Duration_Months,Satisfaction
5593,Cust_1131,Ronin,2025-01-12,163013.56,Cash,0,8
5594,Cust_1132,FZ V3,2025-02-13,33291.05,UPI,0,3
5595,Cust_1133,Jupiter,2024-04-26,135217.7,Card,0,6
5596,Cust_1136,NTorq 125,2025-03-03,147529.71,Card,0,10
5597,Cust_1142,125 Duke,2024-05-10,122725.37,UPI,0,10
5598,Cust_1143,Shine,2025-01-10,150434.76,Cash,0,8
5599,Cust_1146,FZ V3,2024-12-24,41106.76,Card,0,9
5600,Cust_1147,R15 V4,2024-03-17,68735.81,UPI,0,8
5601,Cust_1148,Dominar 400,2025-01-31,150352.53,UPI,0,9
5602,Cust_1150,Xtreme 160R,2024-05-02,80034.23,Cash,0,4
5603,Cust_1154,Interceptor 650,2024-07-25,73090.89,Cash,0,10
5604,Cust_1158,NTorq 125,2024-04-28,162854.46,Card,0,10
5605,Cust_1159,Glamour,2024-04-28,151397.27,Cash,0,7
5606,Cust_1160,Duke 200,2025-01-03,199322.41,UPI,0,10
5607,Cust_1164,Meteor 350,2024-09-21,71083.28,Card,0,4
5608,Cust_1165,Jupiter,2024-07-05,200716.28,Card,0,1
5609,Cust_1166,Passion Pro,2025-01-30,35024.42,UPI,0,3
5610,Cust_1168,Ninja 300,2025-03-04,222656.32,Cash,0,7
5611,Cust_1170,Passion Pro,2024-10-08,146801.49,UPI,0,3
5612,Cust_1171,RC 390,2024-11-27,133658.93,Cash,0,10
5613,Cust_1172,Glamour,2024-11-23,113706.96,UPI,0,7
5614,Cust_1173,Xtreme 160R,2024-09-07,235598.28,Card,0,10
5615,Cust_1174,R15 V4,2025-01-17,172941.45,UPI,0,10
5616,Cust_1175,Dio,2024-07-11,271272.55,Card,0,6
5617,Cust_1176,Interceptor 650,2024-05-01,28070.53,UPI,0,3
5618,Cust_1177,Hunter 350,2024-11-06,183819.6,Card,0,5
5619,Cust_1178,Himalayan,2024-11-29,91605.47,EMI,9,3
5620,Cust_1180,Classic 350,2024-11-10,40712.92,UPI,0,2
5621,Cust_1182,Jupiter,2024-08-31,182713.02,Cash,0,7
5622,Cust_1184,Interceptor 650,2024-04-01,53697.22,Card,0,10
5623,Cust_1185,CBR 650R,2024-10-15,29635.38,Card,0,7
5624,Cust_1187,Dio,2025-03-03,231490.21,Cash,0,8
5625,Cust_1189,Himalayan,2025-03-06,267389.33,UPI,0,1
5626,Cust_1194,Himalayan,2024-11-28,47526.7,UPI,0,2
5627,Cust_1195,Duke 200,2024-03-23,245614.66,UPI,0,2
5628,Cust_1198,Ray ZR,2024-09-28,150776.07,UPI,0,3
5629,Cust_1200,Ray ZR,2024-12-29,148540.83,EMI,6,7
5630,Cust_1204,Sport,2024-10-02,67976.62,UPI,0,7
5631,Cust_1208,HF Deluxe,2024-10-26,107302.28,EMI,6,7
5632,Cust_1209,Fascino 125,2024-07-03,124371.2,Cash,0,1
5633,Cust_1212,FZ V3,2024-07-14,92814.28,UPI,0,2
5634,Cust_1213,Ray ZR,2024-04-19,300884.59,Cash,0,8
5635,Cust_1214,Shine,2024-07-02,57004.23,Cash,0,9
5636,Cust_1216,Dominar 400,2024-09-06,69503.22,Cash,0,10
5637,Cust_1218,Ronin,2024-10-05,82506.96,EMI,24,7
5638,Cust_1219,FZ V3,2024-03-22,41104.74,Cash,0,1
5639,Cust_1220,R15 V4,2024-03-16,64126.43,EMI,9,4
5640,Cust_1221,RC 390,2025-01-17,112589.35,EMI,6,10
5641,Cust_1223,NTorq 125,2024-08-21,141527.92,EMI,12,8
5642,Cust_1224,Ninja 400,2024-11-15,164364.58,Cash,0,5
5643,Cust_1227,Apache RTR 160,2024-10-11,141633.45,Cash,0,1
5644,Cust_1230,Ninja 400,2024-11-08,50611.96,Card,0,7
5645,Cust_1231,Sport,2024-10-30,195656.28,Cash,0,6
5646,Cust_1232,250 Duke,2024-12-09,153792.17,UPI,0,9
5647,Cust_1234,Passion Pro,2024-07-13,196649.42,Card,0,4
5648,Cust_1236,Ronin,2024-11-13,198132.28,EMI,18,4
5649,Cust_1237,Passion Pro,2024-12-19,83582.84,Card,0,8
5650,Cust_1240,Duke 200,2024-03-29,99180.16,EMI,9,4
5651,Cust_1241,RC 390,2024-12-29,83589.17,UPI,0,3
5652,Cust_1242,Ray ZR,2025-02-14,177755.05,Cash,0,7
5653,Cust_1243,250 Duke,2024-10-19,107407.33,Card,0,5
5654,Cust_1244,Avenger 220,2024-06-21,109859.47,EMI,18,9
5655,Cust_1246,Shine,2024-05-14,244462.02,EMI,3,5
5656,Cust_1247,NTorq 125,2024-07-07,183047.85,Cash,0,9
5657,Cust_1248,Ray ZR,2024-07-07,189314.91,Cash,0,6
5658,Cust_1249,250 Duke,2024-08-22,187262.21,UPI,0,6
5659,Cust_1250,390 Adventure,2024-05-27,53397.92,Card,0,6
5660,Cust_1251,NTorq 125,2024-08-25,72804.55,Card,0,7
5661,Cust_1252,Avenger 220,2024-04-02,272289.98,UPI,0,4
5662,Cust_1253,Apache RTR 160,2024-12-08,225930.09,UPI,0,10
5663,Cust_1255,Apache RTR 160,2024-04-04,285084.03,UPI,0,9
5664,Cust_1258,Meteor 350,2024-05-29,58593.06,Cash,0,7
5665,Cust_1259,Z650,2024-10-02,186398.64,UPI,0,10
5666,Cust_1261,CT 100,2025-01-20,211888.46,UPI,0,6
5667,Cust_1262,Unicorn,2024-09-02,130437.03,Cash,0,1
5668,Cust_1264,Ninja 300,2024-06-07,134000.33,Card,0,7
5669,Cust_1265,Passion Pro,2024-03-29,33822.11,Card,0,6
5670,Cust_1267,Unicorn,2024-07-25,91784.92,Card,0,4
5671,Cust_1268,Duke 200,2024-04-19,202209.81,Card,0,8
5672,Cust_1270,390 Adventure,2025-02-10,31835.92,EMI,18,7
5673,Cust_1273,390 Adventure,2024-12-31,58251.64,Cash,0,10
5674,Cust_1274,Pulsar 150,2024-10-08,60418.6,EMI,24,9
5675,Cust_1278,Glamour,2025-01-18,135508.21,Cash,0,1
5676,Cust_1281,Pulsar 150,2024-07-17,95118.85,EMI,3,3
5677,Cust_1282,Glamour,2024-04-19,39250.45,Cash,0,2
5678,Cust_1284,Sport,2024-04-05,81230.21,EMI,18,3
5679,Cust_1285,Platina 110,2024-09-07,252288.1,Cash,0,2
5680,Cust_1289,Glamour,2024-06-27,271343.33,Cash,0,6
5681,Cust_1290,Sport,2024-11-13,43261.61,UPI,0,9
5682,Cust_1291,RC 390,2024-12-21,167429.96,UPI,0,2
5683,Cust_1293,Unicorn,2025-01-17,188649.39,UPI,0,4
5684,Cust_1297,Fascino 125,2024-05-14,104847.63,UPI,0,5
5685,Cust_1302,Shine,2024-10-23,103159.24,Card,0,5
5686,Cust_1303,HF Deluxe,2024-11-13,143967.21,Cash,0,1
5687,Cust_1304,Glamour,2024-05-11,178768.25,EMI,9,6
5688,Cust_1305,Unicorn,2024-09-11,88765.6,Cash,0,5
5689,Cust_1306,Sport,2024-07-24,193893.12,Card,0,6
5690,Cust_1309,Platina 110,2025-02-11,230599.48,UPI,0,10
5691,Cust_1315,R15 V4,2025-01-14,102931.19,Cash,0,6
5692,Cust_1316,Platina 110,2024-10-24,274609.43,UPI,0,9
5693,Cust_1319,Duke 200,2025-02-28,175495.58,UPI,0,1
5694,Cust_1321,Dio,2025-01-11,162585.39,Cash,0,6
5695,Cust_1322,MT-15,2024-03-12,41124.12,UPI,0,1
5696,Cust_1325,Hunter 350,2024-03-11,257615.75,UPI,0,7
5697,Cust_1327,Dominar 400,2024-08-03,103829.24,Card,0,4
5698,Cust_1328,Versys 650,2024-04-09,77809.96,UPI,0,6
5699,Cust_1329,FZ V3,2025-02-09,45405.87,EMI,12,7
5700,Cust_1331,CBR 650R,2024-04-19,241264.25,Card,0,5
5701,Cust_1338,Classic 350,2024-05-18,119302.29,Card,0,9
5702,Cust_1339,Platina 110,2024-03-28,89113.13,UPI,0,8
5703,Cust_1340,Versys 650,2025-01-17,137764.92,Cash,0,3
5704,Cust_1343,Vulcan S,2025-02-26,74748.57,UPI,0,1
5705,Cust_1344,Hunter 350,2024-12-05,230892.23,Card,0,10
5706,Cust_1345,NTorq 125,2024-08-14,236901.87,EMI,24,8
5707,Cust_1346,RC 390,2025-03-07,246538.17,Cash,0,4
5708,Cust_1347,Avenger 220,2024-03-29,151670.93,UPI,0,7
5709,Cust_1348,Himalayan,2024-08-12,68932.34,Card,0,4
5710,Cust_1351,Unicorn,2025-02-25,40009.25,Card,0,7
5711,Cust_1353,Avenger 220,2024-11-13,264035.75,EMI,12,1
5712,Cust_1357,FZ V3,2024-06-01,54387.33,Cash,0,1
5713,Cust_1359,Avenger 220,2024-07-05,122644.5,Card,0,2
5714,Cust_1361,Interceptor 650,2024-04-27,47201.67,UPI,0,5
5715,Cust_1362,Dio,2025-02-25,75134.38,Cash,0,10
5716,Cust_1363,Z650,2024-04-15,233428.43,Card,0,6
5717,Cust_1364,Ninja 400,2024-09-10,73966.11,UPI,0,10
5718,Cust_1366,Pulsar 150,2024-10-22,234766.27,UPI,0,1
5719,Cust_1368,Ninja 300,2024-07-11,45821.22,EMI,3,9
5720,Cust_1370,250 Duke,2024-04-05,121592.18,EMI,24,7
5721,Cust_1371,Xtreme 160R,2025-02-23,188720.84,Card,0,8
5722,Cust_1374,NTorq 125,2024-11-30,32804.42,Card,0,10
5723,Cust_1378,FZ V3,2024-11-30,136384.78,UPI,0,9
5724,Cust_1380,Pulsar 150,2024-09-26,165179.85,UPI,0,8
5725,Cust_1382,Vulcan S,2024-04-01,95425.93,Card,0,10
5726,Cust_1385,RC 390,2024-05-15,195731.82,Cash,0,5
5727,Cust_1387,Dominar 400,2025-01-26,88144.77,Cash,0,2
5728,Cust_1388,Ninja 300,2024-10-26,53412,UPI,0,1
5729,Cust_1389,Z650,2024-11-29,117086.94,Cash,0,6
5730,Cust_1390,Interceptor 650,2024-06-06,195152.34,UPI,0,3
5731,Cust_1393,Xtreme 160R,2025-01-07,102677.13,UPI,0,4
5732,Cust_1394,Ronin,2024-04-03,182577.01,Cash,0,1
5733,Cust_1395,Jupiter,2024-09-02,133995.41,EMI,9,6
5734,Cust_1396,390 Adventure,2024-10-21,230859.75,Cash,0,10
5735,Cust_1397,Pulsar 150,2024-11-05,125385.99,UPI,0,10
5736,Cust_1398,Passion Pro,2024-09-12,96626.32,UPI,0,4
5737,Cust_1399,125 Duke,2024-07-18,40278.1,UPI,0,10
5738,Cust_1400,Fascino 125,2024-05-13,255543.04,UPI,0,8
5739,Cust_1403,Dominar 400,2024-03-30,64059.23,EMI,24,10
5740,Cust_1404,Dio,2024-05-01,111736.21,UPI,0,3
5741,Cust_1406,Avenger 220,2024-07-01,40962.96,Cash,0,10
5742,Cust_1412,Glamour,2025-01-04,166848.04,Cash,0,3
5743,Cust_1414,Z650,2025-03-03,35917.84,Card,0,6
5744,Cust_1415,250 Duke,2024-05-27,187427.36,UPI,0,4
5745,Cust_1417,Versys 650,2024-08-14,251372.31,UPI,0,6
5746,Cust_1420,R15 V4,2025-02-10,75685.39,UPI,0,7
5747,Cust_1423,NTorq 125,2024-07-14,193255.33,Cash,0,8
5748,Cust_1427,RC 390,2024-05-08,256430.81,Card,0,6
5749,Cust_1429,Pulsar 150,2025-01-18,167704.98,UPI,0,10
5750,Cust_1430,Glamour,2024-12-13,48447.97,UPI,0,9
5751,Cust_1431,Hunter 350,2024-06-08,76524.48,EMI,9,7
5752,Cust_1432,125 Duke,2024-04-03,51187.66,UPI,0,9
5753,Cust_1433,Splendor Plus,2024-11-13,84544.15,UPI,0,3
5754,Cust_1435,390 Adventure,2025-01-01,51615.38,Cash,0,5
5755,Cust_1436,Splendor Plus,2024-08-18,57945.29,EMI,12,1
5756,Cust_1438,CT 100,2024-05-06,105341.37,UPI,0,8
5757,Cust_1439,Avenger 220,2024-03-10,209647.86,Card,0,1
5758,Cust_1440,R15 V4,2024-12-24,57787.32,Card,0,1
5759,Cust_1442,FZ V3,2024-05-21,118911.75,Card,0,7
5760,Cust_1443,Versys 650,2024-04-12,247404.18,UPI,0,8
5761,Cust_1444,Jupiter,2024-09-21,245524.64,UPI,0,3
5762,Cust_1445,Pulsar 150,2024-09-08,147423.71,UPI,0,2
5763,Cust_1447,390 Adventure,2024-11-28,61908.43,EMI,12,7
5764,Cust_1448,Activa,2024-07-02,150951.33,Cash,0,10
5765,Cust_1449,250 Duke,2024-04-10,114608.75,EMI,3,5
5766,Cust_1450,Hunter 350,2024-04-05,255834.13,UPI,0,1
5767,Cust_1454,Ninja 400,2024-04-29,234411.32,Card,0,2
5768,Cust_1458,MT-15,2024-05-12,135955.55,UPI,0,3
5769,Cust_1461,Passion Pro,2024-09-30,264165.37,EMI,12,6
5770,Cust_1463,Avenger 220,2025-01-01,45667.73,EMI,6,1
5771,Cust_1464,Avenger 220,2024-10-01,193270.33,EMI,12,8
5772,Cust_1468,Splendor Plus,2024-11-23,43972.94,EMI,3,2
5773,Cust_1469,Ninja 300,2025-01-04,30078.06,UPI,0,5
5774,Cust_1470,Apache RTR 160,2024-12-10,185529.47,Cash,0,8
5775,Cust_1475,Fascino 125,2024-06-20,20532.07,UPI,0,5
5776,Cust_1476,Passion Pro,2024-09-09,137405.18,Card,0,8
5777,Cust_1484,HF Deluxe,2024-03-12,118345.74,Cash,0,6
5778,Cust_1487,Ninja 400,2024-09-15,89267.31,Cash,0,7
5779,Cust_1488,Platina 110,2024-05-17,217525.31,Cash,0,8
5780,Cust_1491,Duke 200,2024-04-01,163246.68,Card,0,3
5781,Cust_1494,Ronin,2024-07-31,212475,Cash,0,10
5782,Cust_1495,Ronin,2024-08-06,72186.52,UPI,0,10
5783,Cust_1498,Ninja 400,2024-05-04,116803.23,Cash,0,7
5784,Cust_1499,Ninja 300,2025-01-08,191918.21,Cash,0,9
5785,Cust_1500,CBR 650R,2025-02-08,190833.22,UPI,0,6
5786,Cust_1503,Activa,2024-12-25,50327.81,Cash,0,10
5787,Cust_1506,Ninja 400,2024-03-18,171871.32,UPI,0,1
5788,Cust_1507,Xtreme 160R,2024-08-20,74686,Card,0,8
5789,Cust_1508,MT-15,2025-01-01,112603.15,EMI,6,6
5790,Cust_1509,125 Duke,2025-02-20,84282.59,EMI,12,1
5791,Cust_1510,Versys 650,2024-06-09,154227.96,Cash,0,4
5792,Cust_1513,NTorq 125,2024-10-18,190481.41,UPI,0,6
5793,Cust_1517,Z650,2024-06-28,184054.11,Card,0,10
5794,Cust_1519,Himalayan,2024-08-04,113448.6,UPI,0,1
5795,Cust_1521,Dominar 400,2024-05-01,68500.14,EMI,18,10
5796,Cust_1524,Xtreme 160R,2024-03-29,35138.61,EMI,9,5
5797,Cust_1525,MT-15,2024-06-21,45364.8,UPI,0,3
5798,Cust_1528,MT-15,2024-07-29,219296.96,EMI,6,7
5799,Cust_1533,MT-15,2025-02-26,124114.47,Cash,0,10
5800,Cust_1534,Ninja 300,2024-03-30,249751.73,UPI,0,10
5801,Cust_1535,Ninja 300,2025-01-07,107706.69,EMI,24,10
5802,Cust_1538,Hunter 350,2024-04-29,110365.32,EMI,12,3
5803,Cust_1539,250 Duke,2024-07-27,170363.39,UPI,0,3
5804,Cust_1542,NTorq 125,2024-11-30,172577.75,EMI,24,6
5805,Cust_1544,Pulsar 150,2025-01-04,230635.27,UPI,0,10
5806,Cust_1545,Activa,2024-05-07,169993.96,UPI,0,3
5807,Cust_1546,FZ V3,2024-06-06,50013.44,Cash,0,6
5808,Cust_1547,NTorq 125,2025-01-30,189359.75,Cash,0,9
5809,Cust_1549,390 Adventure,2024-10-18,120621.12,Cash,0,8
5810,Cust_1550,Duke 200,2025-02-08,74732.84,Card,0,7
5811,Cust_1552,390 Adventure,2024-10-08,85453.55,Card,0,7
5812,Cust_1553,RC 390,2024-12-23,36148.05,UPI,0,8
5813,Cust_1559,Dio,2024-09-22,121562.65,UPI,0,7
5814,Cust_1561,MT-15,2024-07-08,85576.72,Card,0,3
5815,Cust_1567,Vulcan S,2025-01-29,40136.35,UPI,0,8
5816,Cust_1570,125 Duke,2024-04-20,49522.82,UPI,0,8
5817,Cust_1576,Himalayan,2024-03-22,168152.38,Card,0,1
5818,Cust_1578,Passion Pro,2024-03-28,133661.66,Card,0,10
5819,Cust_1579,R15 V4,2025-01-14,126954.42,UPI,0,5
5820,Cust_1580,Unicorn,2024-04-18,131165.96,Card,0,5
5821,Cust_1581,Pulsar 150,2024-04-01,119462.41,UPI,0,1
5822,Cust_1583,Versys 650,2024-12-13,136345.18,EMI,24,6
5823,Cust_1585,Hunter 350,2024-05-21,170240.94,Cash,0,6
5824,Cust_1587,Ray ZR,2024-04-24,45844.78,Cash,0,4
5825,Cust_1590,Activa,2024-04-24,194521.81,UPI,0,6
5826,Cust_1592,390 Adventure,2024-12-29,38569.49,Card,0,6
5827,Cust_1595,Fascino 125,2024-11-08,120126.81,UPI,0,1
5828,Cust_1596,Shine,2025-01-21,154284.73,UPI,0,5
5829,Cust_1601,Shine,2024-04-19,78975.61,EMI,18,2
5830,Cust_1602,125 Duke,2025-02-02,103353.41,UPI,0,7
5831,Cust_1604,Apache RTR 160,2024-06-22,119681.44,EMI,12,9
5832,Cust_1605,Meteor 350,2025-01-19,152709.32,Cash,0,9
5833,Cust_1608,Himalayan,2024-03-19,86066.95,Cash,0,9
5834,Cust_1609,Apache RTR 160,2024-04-18,160657.65,Card,0,10
5835,Cust_1611,Classic 350,2024-04-24,230011.54,EMI,12,7
5836,Cust_1613,Unicorn,2025-02-08,187195.26,Card,0,1
5837,Cust_1615,NTorq 125,2024-03-12,186415.12,Card,0,6
5838,Cust_1618,Himalayan,2024-12-14,65345.76,Card,0,5
5839,Cust_1619,CT 100,2025-03-01,187329.02,EMI,18,10
5840,Cust_1623,RC 390,2025-01-19,178168.54,Cash,0,8
5841,Cust_1624,Duke 200,2024-04-23,68575.27,Card,0,4
5842,Cust_1627,Duke 200,2024-09-13,284628.24,EMI,12,1
5843,Cust_1629,Glamour,2024-09-07,135762.55,Card,0,6
5844,Cust_1630,Platina 110,2024-07-21,188942.11,Card,0,10
5845,Cust_1631,Interceptor 650,2024-03-14,132482.72,UPI,0,1
5846,Cust_1633,Ninja 400,2025-02-10,219899.86,UPI,0,5
5847,Cust_1634,Apache RTR 160,2024-10-07,107695.28,Cash,0,5
5848,Cust_1637,390 Adventure,2024-10-19,228305.3,Card,0,10
5849,Cust_1638,Dio,2024-08-03,180901.69,UPI,0,5
5850,Cust_1639,Unicorn,2024-07-14,218474.33,EMI,18,10
5851,Cust_1640,FZ V3,2024-12-01,35202.15,Card,0,5
5852,Cust_1642,390 Adventure,2024-08-30,226433.72,UPI,0,1
5853,Cust_1643,Interceptor 650,2024-11-17,169774.67,Card,0,7
5854,Cust_1646,Classic 350,2024-06-08,46482.34,EMI,18,10
5855,Cust_1649,CBR 650R,2024-04-11,188610.21,Card,0,7
5856,Cust_1650,R15 V4,2025-02-02,248477.61,UPI,0,5
5857,Cust_1652,Glamour,2024-04-05,137548.49,UPI,0,10
5858,Cust_1654,Ninja 300,2024-05-05,137692.68,EMI,24,6
5859,Cust_1655,Pulsar 150,2024-05-31,116232.15,UPI,0,1
5860,Cust_1656,Pulsar 150,2024-12-04,294285.96,Card,0,6
5861,Cust_1658,NTorq 125,2024-10-17,82900.6,UPI,0,4
5862,Cust_1662,390 Adventure,2024-07-22,129881.39,UPI,0,4
5863,Cust_1664,NTorq 125,2024-03-08,90507.58,Cash,0,5
5864,Cust_1665,Vulcan S,2024-08-07,130554.44,UPI,0,9
5865,Cust_1666,390 Adventure,2024-04-17,111637.48,Card,0,1
5866,Cust_1668,Glamour,2024-05-07,118144.37,UPI,0,3
5867,Cust_1669,Activa,2024-09-10,84507.3,UPI,0,10
5868,Cust_1673,MT-15,2024-09-21,99891.72,Card,0,2
5869,Cust_1675,R15 V4,2024-08-07,133818.98,Card,0,9
5870,Cust_1679,CBR 650R,2024-10-24,95912.43,Card,0,7
5871,Cust_1680,Ronin,2024-06-21,220016.64,UPI,0,1
5872,Cust_1681,Duke 200,2025-03-02,120356.94,UPI,0,10
5873,Cust_1682,Unicorn,2024-12-28,129114.8,UPI,0,6
5874,Cust_1683,Ray ZR,2025-02-02,40244.23,EMI,24,2
5875,Cust_1685,Vulcan S,2024-08-11,261383.07,Card,0,1
5876,Cust_1686,Sport,2024-10-03,250223.09,Card,0,6
5877,Cust_1687,390 Adventure,2024-08-08,35972.89,Cash,0,7
5878,Cust_1688,250 Duke,2024-10-13,28128.75,UPI,0,10
5879,Cust_1690,Ninja 400,2024-08-10,191418.28,Card,0,6
5880,Cust_1691,RC 390,2024-11-23,103598.84,Cash,0,7
5881,Cust_1698,Jupiter,2024-07-23,93564.7,Card,0,6
5882,Cust_1702,Unicorn,2024-06-04,194268.36,UPI,0,8
5883,Cust_1704,Jupiter,2024-09-27,88608.71,Cash,0,2
5884,Cust_1707,HF Deluxe,2025-02-05,202715.31,Cash,0,9
5885,Cust_1709,Jupiter,2024-04-17,109581.9,UPI,0,9
5886,Cust_1711,390 Adventure,2024-06-30,198464.7,UPI,0,9
5887,Cust_1715,MT-15,2024-10-13,83534.01,Cash,0,7
5888,Cust_1717,R15 V4,2025-02-13,51127.13,Cash,0,9
5889,Cust_1718,Ronin,2024-03-14,199014.52,Cash,0,1
5890,Cust_1719,MT-15,2024-05-03,49971.02,Cash,0,3
5891,Cust_1720,Fascino 125,2025-01-21,195147.85,EMI,9,2
5892,Cust_1722,Himalayan,2024-10-20,166872.6,UPI,0,1
5893,Cust_1729,Duke 200,2024-05-03,208381.83,UPI,0,5
5894,Cust_1730,Versys 650,2025-02-05,126528.06,Cash,0,1
5895,Cust_1736,Ray ZR,2024-12-17,93730.44,Cash,0,3
5896,Cust_1737,Z650,2024-04-11,89485.74,UPI,0,6
5897,Cust_1740,Vulcan S,2024-07-20,241025.02,UPI,0,6
5898,Cust_1742,Z650,2024-08-31,135630.87,Card,0,3
5899,Cust_1743,Dio,2024-10-16,138437.51,Card,0,4
5900,Cust_1744,Himalayan,2024-12-27,99157.74,Card,0,7
5901,Cust_1745,Activa,2024-08-18,98141.53,UPI,0,6
5902,Cust_1749,MT-15,2024-05-19,39417.14,Cash,0,2
5903,Cust_1753,390 Adventure,2024-12-23,64211.62,EMI,6,9
5904,Cust_1754,Fascino 125,2025-02-10,38587.2,Card,0,6
5905,Cust_1758,Activa,2024-07-30,46190.97,Cash,0,2
5906,Cust_1762,Vulcan S,2024-11-21,159376.95,Card,0,7
5907,Cust_1763,Versys 650,2024-03-26,193302.32,UPI,0,10
5908,Cust_1764,Platina 110,2025-03-05,59844.97,Cash,0,10
5909,Cust_1765,Ray ZR,2024-09-17,173217.06,Cash,0,4
5910,Cust_1766,390 Adventure,2024-09-05,172937.26,Card,0,1
5911,Cust_1768,Shine,2025-01-01,53987.28,Card,0,10
5912,Cust_1772,NTorq 125,2024-12-09,140551.05,Cash,0,9
5913,Cust_1773,Activa,2025-02-04,93613.68,Card,0,10
5914,Cust_1774,Hunter 350,2025-01-19,158207.22,EMI,3,10
5915,Cust_1775,Duke 200,2024-09-22,155297.85,EMI,3,10
5916,Cust_1776,Apache RTR 160,2024-07-20,168710.68,Card,0,3
5917,Cust_1778,CBR 650R,2024-06-28,147357.9,Card,0,4
5918,Cust_1781,Vulcan S,2025-01-17,225876.35,Card,0,3
5919,Cust_1782,Activa,2024-07-12,106892.38,Cash,0,10
5920,Cust_1784,R15 V4,2025-01-23,127260.4,Cash,0,8
5921,Cust_1785,Classic 350,2024-05-16,286839.36,Cash,0,5
5922,Cust_1786,Xtreme 160R,2024-11-14,37478.65,Card,0,8
5923,Cust_1788,Fascino 125,2025-02-23,60747.05,Card,0,1
5924,Cust_1791,Sport,2024-11-30,96595.2,Cash,0,9
5925,Cust_1794,Classic 350,2024-09-20,117247.73,UPI,0,10
5926,Cust_1796,250 Duke,2024-12-22,63678.22,UPI,0,3
5927,Cust_1797,R15 V4,2024-11-01,186403.68,Card,0,1
5928,Cust_1798,Pulsar 150,2024-08-09,216923.96,EMI,9,3
5929,Cust_1800,R15 V4,2024-08-29,41049.04,Cash,0,2
5930,Cust_1801,Fascino 125,2025-01-25,50401.83,Card,0,7
5931,Cust_1802,Xtreme 160R,2024-12-04,41209.43,Cash,0,10
5932,Cust_1804,HF Deluxe,2025-01-11,156784.52,Cash,0,4
5933,Cust_1805,Splendor Plus,2024-06-17,64722.23,UPI,0,7
5934,Cust_1806,Ronin,2024-05-17,249608.78,UPI,0,3
5935,Cust_1807,Jupiter,2024-12-26,159652.98,UPI,0,6
5936,Cust_1809,Versys 650,2024-04-10,41405.08,Card,0,7
5937,Cust_1810,Shine,2024-03-30,154697.8,Card,0,7
5938,Cust_1814,250 Duke,2025-02-15,67505.41,EMI,18,5
5939,Cust_1815,Sport,2024-07-12,101972.67,Card,0,6
5940,Cust_1816,Avenger 220,2024-09-09,44598.47,UPI,0,3
5941,Cust_1818,FZ V3,2024-06-28,125610.11,EMI,24,4
5942,Cust_1820,Interceptor 650,2024-07-07,45927.48,EMI,6,6
5943,Cust_1821,HF Deluxe,2024-11-03,103060.78,Card,0,3
5944,Cust_1824,Dio,2024-10-22,218693.98,UPI,0,7
5945,Cust_1826,Passion Pro,2025-02-17,141169.1,Cash,0,3
5946,Cust_1827,Ninja 400,2024-06-29,208769.35,UPI,0,9
5947,Cust_1830,R15 V4,2025-02-04,36958.1,Cash,0,4
5948,Cust_1832,RC 390,2024-10-01,86849.91,UPI,0,2
5949,Cust_1836,Glamour,2024-11-23,152826.74,Cash,0,10
5950,Cust_1838,Platina 110,2024-09-15,291788.67,Card,0,9
5951,Cust_1839,Himalayan,2024-12-31,152202.59,Cash,0,10
5952,Cust_1841,Avenger 220,2025-02-16,49829.08,Card,0,10
5953,Cust_1844,Ray ZR,2024-05-17,69613.42,EMI,18,2
5954,Cust_1845,Pulsar 150,2024-06-14,162247.46,Card,0,4
5955,Cust_1846,Jupiter,2024-05-04,44364.5,UPI,0,10
5956,Cust_1848,Glamour,2024-04-12,160621.29,UPI,0,9
5957,Cust_1852,RC 390,2025-02-28,97573.19,Cash,0,7
5958,Cust_1857,Activa,2024-03-08,211608.96,UPI,0,10
5959,Cust_1860,390 Adventure,2024-09-26,69295.89,Cash,0,6
5960,Cust_1861,Glamour,2024-12-19,133579.37,Card,0,9
5961,Cust_1863,250 Duke,2025-01-02,99072.27,EMI,18,4
5962,Cust_1864,Apache RTR 160,2024-11-05,261598.73,UPI,0,2
5963,Cust_1866,Apache RTR 160,2024-10-29,61325.13,UPI,0,5
5964,Cust_1869,Classic 350,2024-12-15,70276.46,UPI,0,7
5965,Cust_1872,RC 390,2024-10-11,35712.22,UPI,0,4
5966,Cust_1873,Apache RTR 160,2024-09-07,54159.47,Cash,0,1
5967,Cust_1877,Ninja 400,2024-06-14,77314.52,UPI,0,8
5968,Cust_1878,Passion Pro,2025-02-10,102702.95,EMI,24,5
5969,Cust_1880,FZ V3,2024-08-02,155400.65,UPI,0,10
5970,Cust_1881,250 Duke,2024-10-21,141534.57,UPI,0,2
5971,Cust_1883,Ronin,2024-08-04,176007.25,UPI,0,3
5972,Cust_1884,CBR 650R,2024-03-15,123346.11,UPI,0,10
5973,Cust_1885,125 Duke,2024-03-13,255926.21,Cash,0,10
5974,Cust_1886,Ronin,2025-01-28,92938.91,EMI,12,5
5975,Cust_1888,Versys 650,2024-10-11,94023.85,Card,0,4
5976,Cust_1889,HF Deluxe,2024-07-01,53145.66,Cash,0,10
5977,Cust_1892,HF Deluxe,2024-07-16,195166.25,Cash,0,9
5978,Cust_1893,390 Adventure,2024-10-16,185815.17,EMI,3,8
