Cust_ID,Age,State,City Tier,Avg Daily Distance Travells (km),Annual Income Range
Cust_5140,54,Maharashtra,Tier 3,70.88,1200000+
Cust_5141,63,Uttar Pradesh,Tier 3,32,800000-1200000
Cust_5142,45,Tamil Nadu,Metro,37.07,300000-500000
Cust_5143,49,Rajasthan,Metro,18.76,150000-300000
Cust_5144,69,Uttar Pradesh,Tier 2,59.68,150000-300000
Cust_5145,21,Rajasthan,Tier 3,35.46,500000-800000
Cust_5146,25,Delhi,Metro,29.48,300000-500000
Cust_5147,63,Gujarat,Tier 1,47.74,300000-500000
Cust_5148,32,Karnataka,Tier 2,49.1,500000-800000
Cust_5149,59,Maharashtra,Metro,20.78,300000-500000
Cust_5150,32,West Bengal,Tier 2,21.57,150000-300000
Cust_5151,58,Tamil Nadu,Tier 2,18.26,1200000+
Cust_5152,67,Maharashtra,Metro,46.63,800000-1200000
Cust_5153,78,Delhi,Tier 2,49.92,150000-300000
Cust_5154,34,West Bengal,Tier 1,42.08,150000-300000
Cust_5155,67,Rajasthan,Tier 1,49.92,150000-300000
Cust_5156,72,Punjab,Tier 2,9.51,150000-300000
Cust_5157,33,Punjab,Metro,43.7,500000-800000
Cust_5158,27,Tamil Nadu,Metro,11.48,150000-300000
Cust_5159,58,Gujarat,Tier 1,60.25,300000-500000
Cust_5160,25,Tamil Nadu,Tier 3,75.56,150000-300000
Cust_5161,63,Rajasthan,Metro,6.74,150000-300000
Cust_5162,76,Tamil Nadu,Tier 3,58.16,800000-1200000
Cust_5163,52,Gujarat,Tier 3,9.95,150000-300000
Cust_5164,42,Tamil Nadu,Tier 2,14.79,500000-800000
Cust_5165,18,Punjab,Tier 3,27.1,150000-300000
Cust_5166,71,Punjab,Metro,34.22,300000-500000
Cust_5167,31,Punjab,Tier 1,15.6,300000-500000
Cust_5168,65,Gujarat,Metro,20.61,500000-800000
Cust_5169,21,Punjab,Tier 1,24.29,150000-300000
Cust_5170,50,Tamil Nadu,Tier 3,5.72,500000-800000
Cust_5171,80,Punjab,Tier 2,47.94,500000-800000
Cust_5172,66,Gujarat,Metro,44.53,150000-300000
Cust_5173,37,Uttar Pradesh,Tier 3,18.01,300000-500000
Cust_5174,21,Tamil Nadu,Tier 1,7.02,300000-500000
Cust_5175,62,Rajasthan,Metro,40.03,800000-1200000
Cust_5176,20,Uttar Pradesh,Tier 3,79.4,150000-300000
Cust_5177,53,Maharashtra,Metro,60.04,300000-500000
Cust_5178,62,Karnataka,Tier 2,46.06,1200000+
Cust_5179,73,Madhya Pradesh,Tier 1,8.08,150000-300000
Cust_5180,46,Rajasthan,Tier 1,16.18,300000-500000
Cust_5181,78,Uttar Pradesh,Metro,53.18,300000-500000
Cust_5182,70,Punjab,Tier 1,32.6,300000-500000
Cust_5183,24,Madhya Pradesh,Tier 1,29.2,500000-800000
Cust_5184,29,Delhi,Tier 2,53.34,300000-500000
Cust_5185,72,Tamil Nadu,Tier 2,54.3,300000-500000
Cust_5186,80,Uttar Pradesh,Tier 2,51.43,150000-300000
Cust_5187,43,Delhi,Tier 3,55.33,300000-500000
Cust_5188,22,Uttar Pradesh,Tier 2,61.17,150000-300000
Cust_5189,57,Maharashtra,Tier 2,62.62,300000-500000
Cust_5190,31,Punjab,Tier 3,56.05,800000-1200000
Cust_5191,68,Tamil Nadu,Tier 1,77.17,150000-300000
Cust_5192,78,Gujarat,Tier 2,32.33,300000-500000
Cust_5193,32,Gujarat,Tier 1,30.73,150000-300000
Cust_5194,23,Maharashtra,Tier 2,39.43,300000-500000
Cust_5195,38,West Bengal,Tier 3,8.4,150000-300000
Cust_5196,44,Punjab,Metro,39.46,150000-300000
Cust_5197,40,Madhya Pradesh,Tier 1,60.77,500000-800000
Cust_5198,42,Delhi,Tier 3,66.75,800000-1200000
Cust_5199,28,Rajasthan,Tier 1,10.42,150000-300000
Cust_5200,31,Uttar Pradesh,Tier 3,43.66,500000-800000
Cust_5201,57,Karnataka,Tier 3,12.87,300000-500000
Cust_5202,80,Tamil Nadu,Tier 3,42.66,300000-500000
Cust_5203,66,West Bengal,Tier 2,47.88,800000-1200000
Cust_5204,44,Uttar Pradesh,Metro,72.77,150000-300000
Cust_5205,67,Punjab,Tier 2,54.63,300000-500000
Cust_5206,66,West Bengal,Tier 3,64.95,500000-800000
Cust_5207,26,Gujarat,Tier 2,50.84,300000-500000
Cust_5208,73,Tamil Nadu,Tier 2,14.88,150000-300000
Cust_5209,26,Uttar Pradesh,Tier 3,77.03,500000-800000
Cust_5210,74,Uttar Pradesh,Tier 2,28.6,1200000+
Cust_5211,79,Karnataka,Tier 1,57.07,500000-800000
Cust_5212,48,Gujarat,Tier 1,16.71,800000-1200000
Cust_5213,71,Delhi,Tier 1,58.23,150000-300000
Cust_5214,33,Maharashtra,Tier 2,38.37,500000-800000
Cust_5215,43,Rajasthan,Tier 1,10.12,300000-500000
Cust_5216,29,Karnataka,Tier 2,39.01,300000-500000
Cust_5217,57,West Bengal,Tier 3,39.52,150000-300000
Cust_5218,79,Delhi,Tier 1,26.73,500000-800000
Cust_5219,71,Delhi,Metro,40.43,1200000+
Cust_5220,47,Tamil Nadu,Tier 2,59.62,500000-800000
Cust_5221,69,Karnataka,Tier 2,9.67,150000-300000
Cust_5222,70,Karnataka,Tier 1,52.66,800000-1200000
Cust_5223,69,Tamil Nadu,Tier 1,16.45,300000-500000
Cust_5224,54,Delhi,Metro,55.08,500000-800000
Cust_5225,57,Punjab,Tier 1,62.5,1200000+
Cust_5226,30,Delhi,Tier 3,7.61,500000-800000
Cust_5227,60,Punjab,Metro,58.63,150000-300000
Cust_5228,33,Gujarat,Tier 1,12.57,150000-300000
Cust_5229,26,Madhya Pradesh,Tier 3,34.93,300000-500000
Cust_5230,66,Maharashtra,Tier 1,71.16,800000-1200000
Cust_5231,37,Punjab,Tier 2,36.63,500000-800000
Cust_5232,24,Gujarat,Metro,63.07,300000-500000
Cust_5233,23,Maharashtra,Tier 1,28.42,150000-300000
Cust_5234,55,Madhya Pradesh,Tier 3,61.46,300000-500000
Cust_5235,69,Punjab,Tier 3,49.33,800000-1200000
Cust_5236,38,Delhi,Tier 3,73.84,300000-500000
Cust_5237,66,Punjab,Metro,73.04,500000-800000
Cust_5238,63,Gujarat,Metro,49.01,800000-1200000
Cust_5239,32,Maharashtra,Metro,24.63,500000-800000
Cust_5240,48,Rajasthan,Metro,20.93,300000-500000
Cust_5241,47,Uttar Pradesh,Tier 3,58.91,300000-500000
Cust_5242,66,Delhi,Tier 1,32.59,300000-500000
Cust_5243,43,Maharashtra,Tier 3,19.96,150000-300000
Cust_5244,20,Rajasthan,Tier 3,61.83,300000-500000
Cust_5245,36,Karnataka,Tier 1,67.74,150000-300000
Cust_5246,78,Karnataka,Tier 2,45.74,300000-500000
Cust_5247,31,Maharashtra,Metro,34.01,500000-800000
Cust_5248,67,Madhya Pradesh,Tier 3,75.2,300000-500000
Cust_5249,32,Karnataka,Tier 1,76.78,150000-300000
Cust_5250,63,Madhya Pradesh,Tier 1,48.77,150000-300000
Cust_5251,34,Rajasthan,Metro,43.98,150000-300000
Cust_5252,72,Punjab,Tier 1,66.4,1200000+
Cust_5253,70,Karnataka,Tier 1,35.77,150000-300000
Cust_5254,67,Delhi,Metro,18.89,150000-300000
Cust_5255,32,Madhya Pradesh,Tier 1,9.17,300000-500000
Cust_5256,58,Punjab,Tier 2,55.77,500000-800000
Cust_5257,68,Madhya Pradesh,Tier 1,55.64,150000-300000
Cust_5258,43,West Bengal,Tier 3,16.62,300000-500000
Cust_5259,35,Tamil Nadu,Metro,60.85,800000-1200000
Cust_5260,59,West Bengal,Metro,18.65,500000-800000
Cust_5261,53,Gujarat,Tier 1,77.25,800000-1200000
Cust_5262,61,Karnataka,Tier 3,26.81,800000-1200000
Cust_5263,40,Rajasthan,Tier 1,56.15,300000-500000
Cust_5264,37,Karnataka,Tier 3,63.53,150000-300000
Cust_5265,47,Karnataka,Tier 2,69.97,300000-500000
Cust_5266,43,Gujarat,Metro,37.76,150000-300000
Cust_5267,26,West Bengal,Metro,42.42,150000-300000
Cust_5268,54,Maharashtra,Tier 1,5.28,150000-300000
Cust_5269,80,West Bengal,Tier 2,17.21,500000-800000
Cust_5270,27,Uttar Pradesh,Tier 1,50.31,500000-800000
Cust_5271,48,Maharashtra,Tier 3,31.96,300000-500000
Cust_5272,47,Tamil Nadu,Tier 1,54.33,150000-300000
Cust_5273,39,Tamil Nadu,Tier 2,6.87,150000-300000
Cust_5274,72,Uttar Pradesh,Tier 1,46.82,500000-800000
Cust_5275,62,West Bengal,Tier 2,49.88,300000-500000
Cust_5276,70,West Bengal,Tier 2,43.4,500000-800000
Cust_5277,34,Punjab,Metro,9.38,800000-1200000
Cust_5278,66,Madhya Pradesh,Metro,11,150000-300000
Cust_5279,35,Tamil Nadu,Metro,38.62,300000-500000
Cust_5280,39,Gujarat,Tier 1,26.44,150000-300000
Cust_5281,64,Madhya Pradesh,Tier 1,19.13,1200000+
Cust_5282,35,Delhi,Metro,48.65,300000-500000
Cust_5283,77,Madhya Pradesh,Tier 3,67.01,150000-300000
Cust_5284,33,Tamil Nadu,Tier 2,13.16,150000-300000
Cust_5285,39,West Bengal,Metro,39.86,1200000+
Cust_5286,46,West Bengal,Tier 1,20.57,1200000+
Cust_5287,56,Delhi,Tier 3,17.42,150000-300000
Cust_5288,28,Madhya Pradesh,Tier 2,38.23,300000-500000
Cust_5289,55,Uttar Pradesh,Metro,23.91,150000-300000
Cust_5290,33,Delhi,Metro,8.79,300000-500000
Cust_5291,33,Punjab,Tier 1,26.99,300000-500000
Cust_5292,30,Tamil Nadu,Tier 3,7.57,500000-800000
Cust_5293,70,Karnataka,Tier 3,53.13,300000-500000
Cust_5294,71,Rajasthan,Metro,21.56,800000-1200000
Cust_5295,69,Madhya Pradesh,Metro,61.66,300000-500000
Cust_5296,67,Gujarat,Tier 3,74.37,1200000+
Cust_5297,26,Maharashtra,Tier 3,16.62,150000-300000
Cust_5298,42,West Bengal,Tier 1,14.03,300000-500000
Cust_5299,33,Tamil Nadu,Metro,32.92,800000-1200000
Cust_5300,31,Rajasthan,Tier 2,34.06,500000-800000
Cust_5301,60,Punjab,Metro,51.21,500000-800000
Cust_5302,20,Tamil Nadu,Metro,6.87,150000-300000
Cust_5303,35,Rajasthan,Tier 2,63.91,800000-1200000
Cust_5304,20,Tamil Nadu,Tier 1,28.82,150000-300000
Cust_5305,46,Delhi,Tier 2,25.25,150000-300000
Cust_5306,21,Karnataka,Tier 1,22.75,1200000+
Cust_5307,26,Delhi,Tier 1,14.88,300000-500000
Cust_5308,41,Gujarat,Tier 2,67.88,300000-500000
Cust_5309,47,Maharashtra,Tier 3,41.07,300000-500000
Cust_5310,42,Gujarat,Tier 3,31.87,500000-800000
Cust_5311,31,Uttar Pradesh,Tier 1,13.08,150000-300000
Cust_5312,54,Punjab,Tier 3,28.36,800000-1200000
Cust_5313,23,Karnataka,Metro,55.5,150000-300000
Cust_5314,77,Delhi,Tier 3,60.74,500000-800000
Cust_5315,22,West Bengal,Tier 3,29.68,300000-500000
Cust_5316,33,Karnataka,Metro,60.85,300000-500000
Cust_5317,43,Gujarat,Metro,31.11,800000-1200000
Cust_5318,37,Delhi,Metro,50.09,150000-300000
Cust_5319,29,West Bengal,Tier 1,16.26,1200000+
Cust_5320,21,Gujarat,Metro,9.71,300000-500000
Cust_5321,27,Rajasthan,Tier 2,61.36,300000-500000
Cust_5322,76,Gujarat,Tier 1,75.92,150000-300000
Cust_5323,80,Madhya Pradesh,Tier 2,30.99,150000-300000
Cust_5324,60,Punjab,Metro,15.97,500000-800000
Cust_5325,47,Maharashtra,Tier 2,74.61,150000-300000
Cust_5326,76,Karnataka,Tier 1,9.47,500000-800000
Cust_5327,24,Gujarat,Metro,24.76,300000-500000
Cust_5328,28,Tamil Nadu,Tier 2,6.89,300000-500000
Cust_5329,19,West Bengal,Tier 2,21.02,500000-800000
Cust_5330,38,Tamil Nadu,Tier 1,69.49,150000-300000
Cust_5331,57,Madhya Pradesh,Tier 1,6.91,500000-800000
Cust_5332,47,Maharashtra,Metro,57.11,500000-800000
Cust_5333,48,Tamil Nadu,Metro,37.37,800000-1200000
Cust_5334,24,Tamil Nadu,Tier 1,15.54,800000-1200000
Cust_5335,80,Karnataka,Metro,60.96,1200000+
Cust_5336,77,Punjab,Tier 1,17.13,300000-500000
Cust_5337,35,Karnataka,Tier 2,17.34,300000-500000
Cust_5338,59,Gujarat,Tier 3,36.45,150000-300000
Cust_5339,71,Tamil Nadu,Metro,67.96,500000-800000
Cust_5340,23,Maharashtra,Tier 2,36.81,1200000+
Cust_5341,49,Madhya Pradesh,Tier 1,75.95,500000-800000
Cust_5342,72,Rajasthan,Metro,71.43,150000-300000
Cust_5343,76,Punjab,Tier 1,27.05,500000-800000
Cust_5344,61,Gujarat,Tier 2,10.67,300000-500000
Cust_5345,66,Uttar Pradesh,Metro,76.69,300000-500000
Cust_5346,26,Madhya Pradesh,Metro,60.22,500000-800000
Cust_5347,45,Madhya Pradesh,Tier 3,49.91,150000-300000
Cust_5348,35,Maharashtra,Tier 3,42.32,300000-500000
Cust_5349,42,Rajasthan,Tier 2,20.62,300000-500000
Cust_5350,66,Rajasthan,Tier 1,49.33,500000-800000
Cust_5351,63,Gujarat,Tier 2,30.12,300000-500000
Cust_5352,37,Uttar Pradesh,Tier 1,34.25,300000-500000
Cust_5353,31,Rajasthan,Metro,36.06,1200000+
Cust_5354,46,Gujarat,Tier 2,72.54,300000-500000
Cust_5355,39,Madhya Pradesh,Tier 2,43.59,1200000+
Cust_5356,77,Uttar Pradesh,Tier 3,65.15,150000-300000
Cust_5357,45,Madhya Pradesh,Metro,67.61,1200000+
Cust_5358,75,West Bengal,Tier 1,55.36,300000-500000
Cust_5359,28,Delhi,Metro,74.39,150000-300000
Cust_5360,74,Rajasthan,Tier 1,69.04,300000-500000
Cust_5361,31,Tamil Nadu,Tier 3,14.62,150000-300000
Cust_5362,64,Uttar Pradesh,Tier 2,32.5,300000-500000
Cust_5363,79,Rajasthan,Metro,78.04,300000-500000
Cust_5364,65,Punjab,Tier 3,78.16,300000-500000
Cust_5365,78,Delhi,Tier 1,12.03,500000-800000
Cust_5366,40,Maharashtra,Tier 3,12.95,300000-500000
Cust_5367,33,Maharashtra,Tier 2,18.93,150000-300000
Cust_5368,80,Maharashtra,Tier 3,60.69,300000-500000
Cust_5369,45,West Bengal,Tier 3,12.76,150000-300000
Cust_5370,35,Karnataka,Tier 3,62.19,300000-500000
Cust_5371,75,Punjab,Tier 1,7.51,500000-800000
Cust_5372,42,Delhi,Tier 2,29.77,500000-800000
Cust_5373,23,Karnataka,Metro,7.19,500000-800000
Cust_5374,32,Rajasthan,Tier 1,64.19,300000-500000
Cust_5375,19,Karnataka,Tier 2,44.02,150000-300000
Cust_5376,75,Gujarat,Metro,43.46,300000-500000
Cust_5377,22,Madhya Pradesh,Metro,62.89,300000-500000
Cust_5378,55,Gujarat,Tier 1,8.24,500000-800000
Cust_5379,42,Rajasthan,Tier 2,60.11,500000-800000
Cust_5380,76,Delhi,Metro,64.64,150000-300000
Cust_5381,34,Rajasthan,Tier 3,49.23,1200000+
Cust_5382,59,Tamil Nadu,Metro,31.82,800000-1200000
Cust_5383,18,Madhya Pradesh,Tier 2,37.15,500000-800000
Cust_5384,63,Gujarat,Metro,31.91,150000-300000
Cust_5385,34,Tamil Nadu,Metro,9.32,300000-500000
Cust_5386,26,Gujarat,Tier 2,19.2,500000-800000
Cust_5387,53,Tamil Nadu,Tier 1,49.46,300000-500000
Cust_5388,37,West Bengal,Tier 1,49.22,1200000+
Cust_5389,48,Uttar Pradesh,Tier 2,46.66,300000-500000
Cust_5390,60,Madhya Pradesh,Tier 2,67.55,500000-800000
Cust_5391,51,Punjab,Tier 2,49.35,300000-500000
Cust_5392,70,Karnataka,Metro,36.25,500000-800000
Cust_5393,53,West Bengal,Tier 3,18.18,300000-500000
Cust_5394,30,Karnataka,Tier 2,33.6,300000-500000
Cust_5395,41,Madhya Pradesh,Tier 2,64.79,500000-800000
Cust_5396,49,Rajasthan,Metro,78.48,300000-500000
Cust_5397,78,Tamil Nadu,Tier 1,70.41,150000-300000
Cust_5398,75,Rajasthan,Tier 2,9.86,300000-500000
Cust_5399,80,Rajasthan,Tier 1,52.06,300000-500000
Cust_5400,74,Tamil Nadu,Tier 3,9.49,300000-500000
Cust_5401,63,Delhi,Metro,43.77,150000-300000
Cust_5402,52,Tamil Nadu,Tier 1,74.93,1200000+
Cust_5403,23,West Bengal,Tier 1,27.84,500000-800000
Cust_5404,66,Tamil Nadu,Metro,32.49,500000-800000
Cust_5405,30,Gujarat,Tier 3,61.5,500000-800000
Cust_5406,27,Punjab,Metro,59.72,800000-1200000
Cust_5407,57,Madhya Pradesh,Tier 3,41.36,150000-300000
Cust_5408,75,Uttar Pradesh,Metro,14.11,500000-800000
Cust_5409,79,Rajasthan,Metro,76.27,500000-800000
Cust_5410,46,Karnataka,Metro,21.88,150000-300000
Cust_5411,45,Karnataka,Tier 3,66.91,800000-1200000
Cust_5412,26,West Bengal,Metro,34.92,300000-500000
Cust_5413,22,Madhya Pradesh,Tier 2,22.16,300000-500000
Cust_5414,59,Uttar Pradesh,Tier 1,7.03,150000-300000
Cust_5415,19,Rajasthan,Tier 2,27.26,150000-300000
Cust_5416,54,West Bengal,Tier 3,55.57,500000-800000
Cust_5417,78,Delhi,Metro,23.83,800000-1200000
Cust_5418,72,Uttar Pradesh,Tier 1,8.68,150000-300000
Cust_5419,29,Karnataka,Tier 1,17.82,500000-800000
Cust_5420,24,Maharashtra,Tier 2,77.66,300000-500000
Cust_5421,56,Punjab,Tier 3,45.6,300000-500000
Cust_5422,59,Gujarat,Tier 2,16.32,500000-800000
Cust_5423,45,West Bengal,Tier 3,44.29,500000-800000
Cust_5424,47,Punjab,Tier 1,66.4,800000-1200000
Cust_5425,31,Karnataka,Tier 3,10.99,150000-300000
Cust_5426,26,Gujarat,Tier 3,8.91,800000-1200000
Cust_5427,36,Punjab,Tier 2,45.55,500000-800000
Cust_5428,57,Delhi,Tier 2,6.4,500000-800000
Cust_5429,47,Karnataka,Tier 1,11.67,500000-800000
Cust_5430,76,Rajasthan,Tier 3,60.61,800000-1200000
Cust_5431,22,Delhi,Tier 2,70.59,150000-300000
Cust_5432,19,Tamil Nadu,Tier 3,19.31,800000-1200000
Cust_5433,49,Karnataka,Tier 2,70.7,800000-1200000
Cust_5434,56,Punjab,Tier 1,54.26,500000-800000
Cust_5435,74,Tamil Nadu,Tier 1,78.11,500000-800000
Cust_5436,40,Maharashtra,Tier 1,37.85,800000-1200000
Cust_5437,31,Maharashtra,Tier 1,36.61,300000-500000
Cust_5438,26,West Bengal,Tier 2,76.61,800000-1200000
Cust_5439,59,Madhya Pradesh,Tier 1,47.6,300000-500000
Cust_5440,80,Uttar Pradesh,Metro,59.83,1200000+
Cust_5441,78,Madhya Pradesh,Metro,59.65,800000-1200000
Cust_5442,37,West Bengal,Metro,13.03,300000-500000
Cust_5443,46,Madhya Pradesh,Tier 1,44.2,150000-300000
Cust_5444,47,Karnataka,Metro,55.36,300000-500000
Cust_5445,33,Karnataka,Metro,53.01,300000-500000
Cust_5446,28,Karnataka,Tier 1,55.11,150000-300000
Cust_5447,53,Punjab,Metro,43.98,150000-300000
Cust_5448,54,Gujarat,Tier 3,49.62,300000-500000
Cust_5449,38,West Bengal,Tier 2,26.56,1200000+
Cust_5450,19,Madhya Pradesh,Metro,48.54,1200000+
Cust_5451,22,Punjab,Tier 3,23.39,150000-300000
Cust_5452,32,Delhi,Tier 2,26.25,800000-1200000
Cust_5453,37,Karnataka,Tier 2,61.36,300000-500000
Cust_5454,56,Maharashtra,Tier 1,5.06,150000-300000
Cust_5455,33,Punjab,Tier 3,64.83,150000-300000
Cust_5456,20,Delhi,Metro,10.36,500000-800000
Cust_5457,69,West Bengal,Tier 2,25.65,300000-500000
Cust_5458,41,Punjab,Tier 3,54.07,150000-300000
Cust_5459,36,Madhya Pradesh,Tier 3,14.49,300000-500000
Cust_5460,31,Uttar Pradesh,Tier 1,30.55,500000-800000
Cust_5461,34,Uttar Pradesh,Tier 3,11.93,500000-800000
Cust_5462,74,Uttar Pradesh,Tier 1,63.18,300000-500000
Cust_5463,36,Maharashtra,Tier 1,39.06,1200000+
Cust_5464,21,Tamil Nadu,Tier 3,23.44,800000-1200000
Cust_5465,32,Rajasthan,Tier 2,65.39,300000-500000
Cust_5466,55,Delhi,Tier 1,34.17,300000-500000
Cust_5467,37,Madhya Pradesh,Tier 3,68.88,800000-1200000
Cust_5468,41,Punjab,Tier 1,38.23,150000-300000
Cust_5469,44,Rajasthan,Metro,62.96,500000-800000
Cust_5470,21,Tamil Nadu,Tier 3,43.03,500000-800000
Cust_5471,47,Delhi,Tier 3,45.92,300000-500000
Cust_5472,22,Rajasthan,Tier 2,31.13,500000-800000
Cust_5473,27,Maharashtra,Tier 3,59.61,300000-500000
Cust_5474,68,Delhi,Tier 3,42.58,500000-800000
Cust_5475,75,Gujarat,Tier 1,57.94,300000-500000
Cust_5476,50,Tamil Nadu,Tier 3,66.02,150000-300000
Cust_5477,50,Madhya Pradesh,Tier 3,57.5,300000-500000
Cust_5478,78,Punjab,Tier 2,61.13,500000-800000
Cust_5479,19,Uttar Pradesh,Tier 3,40.58,300000-500000
Cust_5480,80,Karnataka,Metro,16.65,800000-1200000
Cust_5481,73,Madhya Pradesh,Tier 2,12.78,800000-1200000
Cust_5482,48,Gujarat,Metro,56.14,300000-500000
Cust_5483,73,Maharashtra,Tier 2,32.39,150000-300000
Cust_5484,66,Uttar Pradesh,Tier 1,68.98,150000-300000
Cust_5485,74,Uttar Pradesh,Tier 1,77.1,500000-800000
Cust_5486,38,Karnataka,Metro,74.18,150000-300000
Cust_5487,33,Punjab,Tier 1,43.52,800000-1200000
Cust_5488,79,West Bengal,Tier 3,35.88,800000-1200000
Cust_5489,73,Uttar Pradesh,Tier 1,27.4,300000-500000
Cust_5490,34,Delhi,Tier 3,7.96,500000-800000
Cust_5491,31,West Bengal,Tier 3,11.34,800000-1200000
Cust_5492,32,Tamil Nadu,Tier 3,17.48,800000-1200000
Cust_5493,44,Punjab,Tier 3,29.35,150000-300000
Cust_5494,18,Rajasthan,Tier 1,42.66,1200000+
Cust_5495,29,Rajasthan,Tier 2,79.77,150000-300000
Cust_5496,52,Delhi,Tier 1,28.99,800000-1200000
Cust_5497,75,Delhi,Metro,34.19,300000-500000
Cust_5498,76,Karnataka,Tier 3,79.41,300000-500000
Cust_5499,46,Delhi,Metro,59.71,500000-800000
Cust_5500,52,Rajasthan,Metro,9.82,500000-800000
Cust_5501,62,Madhya Pradesh,Tier 1,18.83,500000-800000
Cust_5502,37,Rajasthan,Tier 2,28.55,300000-500000
Cust_5503,57,Gujarat,Metro,14.42,800000-1200000
Cust_5504,78,Maharashtra,Tier 2,12.84,150000-300000
Cust_5505,39,Karnataka,Tier 3,75.68,800000-1200000
Cust_5506,72,Rajasthan,Metro,23.25,300000-500000
Cust_5507,25,Karnataka,Tier 1,13.87,300000-500000
Cust_5508,77,Punjab,Metro,55.98,1200000+
Cust_5509,31,Uttar Pradesh,Metro,30.41,150000-300000
Cust_5510,47,Rajasthan,Metro,67.49,150000-300000
Cust_5511,37,Rajasthan,Metro,26.2,300000-500000
Cust_5512,43,Tamil Nadu,Tier 3,55.75,300000-500000
Cust_5513,60,Tamil Nadu,Tier 3,78.43,300000-500000
Cust_5514,33,Tamil Nadu,Tier 2,61.83,300000-500000
Cust_5515,65,Gujarat,Tier 3,76.17,150000-300000
Cust_5516,60,Rajasthan,Tier 1,43.99,150000-300000
Cust_5517,26,Maharashtra,Tier 2,34.61,500000-800000
Cust_5518,76,Punjab,Tier 3,33.93,1200000+
Cust_5519,48,Punjab,Tier 1,65.8,300000-500000
Cust_5520,42,Rajasthan,Tier 2,10.6,150000-300000
Cust_5521,53,West Bengal,Tier 2,25.67,150000-300000
Cust_5522,44,Punjab,Tier 1,27.68,800000-1200000
Cust_5523,33,Delhi,Tier 2,50.93,150000-300000
Cust_5524,38,Maharashtra,Tier 2,22.91,800000-1200000
Cust_5525,74,Rajasthan,Metro,47.51,300000-500000
Cust_5526,69,West Bengal,Metro,51.91,300000-500000
Cust_5527,28,Punjab,Tier 3,18.94,1200000+
Cust_5528,21,Punjab,Tier 1,77.3,500000-800000
Cust_5529,20,West Bengal,Tier 1,25.84,500000-800000
Cust_5530,38,Delhi,Tier 3,27.6,300000-500000
Cust_5531,52,West Bengal,Tier 2,72.42,150000-300000
Cust_5532,75,Gujarat,Metro,19.47,800000-1200000
Cust_5533,21,Madhya Pradesh,Tier 3,26.03,150000-300000
Cust_5534,55,Maharashtra,Tier 3,18.45,300000-500000
Cust_5535,71,Rajasthan,Tier 3,19.14,500000-800000
Cust_5536,70,Maharashtra,Tier 2,20.28,1200000+
Cust_5537,33,Delhi,Tier 2,63.72,500000-800000
Cust_5538,18,Tamil Nadu,Tier 1,56.77,150000-300000
Cust_5539,74,Uttar Pradesh,Tier 3,24.96,150000-300000
Cust_5540,66,Uttar Pradesh,Metro,38.6,500000-800000
Cust_5541,79,Maharashtra,Metro,73.76,300000-500000
Cust_5542,71,Punjab,Tier 3,65.57,500000-800000
Cust_5543,73,Karnataka,Tier 3,62.27,500000-800000
Cust_5544,67,West Bengal,Tier 1,40.24,500000-800000
Cust_5545,32,Delhi,Tier 2,11.36,500000-800000
Cust_5546,53,Tamil Nadu,Tier 1,73.67,300000-500000
Cust_5547,66,Gujarat,Tier 3,39.19,150000-300000
Cust_5548,62,Rajasthan,Tier 1,43.5,500000-800000
Cust_5549,40,Gujarat,Metro,24.27,300000-500000
Cust_5550,43,Gujarat,Tier 2,26.05,500000-800000
Cust_5551,31,Tamil Nadu,Tier 1,36.74,300000-500000
Cust_5552,48,Punjab,Tier 1,38.96,150000-300000
Cust_5553,53,West Bengal,Metro,22.56,300000-500000
Cust_5554,33,West Bengal,Tier 2,62.77,500000-800000
Cust_5555,60,Punjab,Tier 1,12.52,150000-300000
Cust_5556,48,Maharashtra,Metro,47.07,300000-500000
Cust_5557,27,Maharashtra,Tier 2,39.25,150000-300000
Cust_5558,49,Uttar Pradesh,Tier 3,72.49,800000-1200000
Cust_5559,54,Uttar Pradesh,Metro,42.38,300000-500000
Cust_5560,45,Uttar Pradesh,Tier 2,58.81,800000-1200000
Cust_5561,25,Delhi,Metro,74.42,800000-1200000
Cust_5562,27,Punjab,Tier 2,47.4,300000-500000
Cust_5563,22,Gujarat,Tier 2,30.13,1200000+
Cust_5564,79,Maharashtra,Metro,64.71,150000-300000
Cust_5565,46,Rajasthan,Tier 2,8.24,300000-500000
Cust_5566,20,Delhi,Tier 1,46.67,500000-800000
Cust_5567,20,West Bengal,Tier 1,68.77,500000-800000
Cust_5568,49,Maharashtra,Tier 1,58.28,1200000+
Cust_5569,33,Karnataka,Tier 2,33.05,300000-500000
Cust_5570,39,Uttar Pradesh,Tier 2,34.92,150000-300000
Cust_5571,21,Uttar Pradesh,Tier 2,20.96,150000-300000
Cust_5572,78,Tamil Nadu,Tier 1,25.35,150000-300000
Cust_5573,29,West Bengal,Tier 2,40.04,500000-800000
Cust_5574,33,Delhi,Tier 2,48.36,800000-1200000
Cust_5575,63,West Bengal,Tier 1,8.82,300000-500000
Cust_5576,33,Rajasthan,Tier 2,6.99,150000-300000
Cust_5577,43,Madhya Pradesh,Tier 3,52.56,300000-500000
Cust_5578,23,Rajasthan,Tier 2,77.08,500000-800000
Cust_5579,56,Punjab,Tier 1,36.29,300000-500000
Cust_5580,19,Gujarat,Metro,12.02,150000-300000
Cust_5581,56,Uttar Pradesh,Tier 1,58.72,150000-300000
